16,33
16,34
16,35
16,38
16,42
16,44
17,0
17,2
17,3
17,5
17,6
17,9
17,12
17,13
17,28
17,29
17,30
17,31
17,32
17,33
17,34
17,35
17,42
17,45
18,8
18,12
18,19
18,20
18,21
18,22
18,24
18,25
18,26
18,28
18,31
18,32
18,33
18,38
18,39
18,40
18,41
18,42
18,44
18,45
19,0
19,1
19,3
19,5
19,7
19,8
19,12
19,13
19,15
19,18
19,32
19,33
19,34
19,35
19,36
20,0
20,1
20,2
20,3
20,5
20,6
20,7
20,8
20,9
20,12
20,13
20,15
20,16
20,18
20,28
20,29
20,30
20,31
20,32
20,33
20,34
20,35
20,36
20,42
20,45
21,0
21,1
21,3
21,5
21,7
21,8
21,9
21,12
21,13
21,14
21,15
21,18
21,30
21,31
21,32
21,33
21,34
21,35
21,36
21,42
21,45
22,0
22,1
22,5
22,7
22,8
22,12
22,14
22,18
22,25
22,28
22,36
22,39
22,41
23,1
23,7
23,8
23,11
23,12
23,14
23,25
23,26
23,28
23,31
23,32
23,33
23,36
23,39
23,40
23,41
23,42
23,45
24,0
24,1
24,3
24,5
24,7
24,8
24,11
24,12
24,13
24,14
24,15
24,18
24,35
24,36
25,0
25,1
25,5
25,7
25,8
25,11
25,12
25,13
25,14
25,18
25,22
25,23
25,36
25,37
25,43
26,0
26,1
26,5
26,7
26,8
26,11
26,12
26,14
26,18
26,23
26,36
26,37
26,43
27,1
27,4
27,7
27,8
27,11
27,14
27,31
27,32
27,33
27,34
27,36
27,37
27,42
27,43
27,45
28,0
28,1
28,4
28,5
28,7
28,8
28,11
28,12
28,14
28,17
28,18
28,20
28,22
28,23
28,36
28,37
28,43
29,1
29,4
29,7
29,8
29,10
29,11
29,14
29,17
29,20
29,31
29,32
29,33
29,34
29,36
29,37
29,38
29,42
29,43
29,44
29,45
30,1
30,2
30,4
30,6
30,7
30,8
30,10
30,11
30,14
30,16
30,17
30,20
30,21
30,33
30,34
30,36
30,37
30,38
30,43
30,44
31,0
31,1
31,2
31,4
31,5
31,6
31,7
31,8
31,10
31,11
31,12
31,14
31,16
31,17
31,18
31,20
31,21
31,23
31,27
31,29
31,36
31,37
31,38
31,43
31,44
32,0
32,1
32,2
32,4
32,5
32,6
32,7
32,8
32,9
32,10
32,11
32,12
32,14
32,16
32,17
32,18
32,19
32,20
32,21
32,23
32,27
32,29
32,36
32,37
32,38
32,43
32,44
33,0
33,1
33,2
33,4
33,6
33,7
33,8
33,9
33,10
33,11
33,12
33,14
33,16
33,17
33,18
33,19
33,20
33,21
33,23
33,27
33,29
33,30
33,36
33,37
33,38
33,43
33,44
34,1
34,2
34,4
34,6
34,7
34,8
34,9
34,10
34,11
34,12
34,14
34,16
34,17
34,19
34,20
34,21
34,27
34,29
34,30
34,36
34,37
34,38
34,43
34,44
35,6
35,7
35,8
35,9
35,10
35,11
35,14
35,16
35,17
35,19
35,20
35,21
35,24
35,36
35,37
35,38
35,43
35,44
36,0
36,2
36,3
36,4
36,5
36,19
36,20
36,21
36,22
36,23
36,24
36,25
36,26
36,27
36,28
36,29
36,30
36,31
36,32
36,33
36,34
36,35
36,38
36,39
36,40
36,41
36,42
36,44
36,45
37,0
37,2
37,3
37,4
37,5
37,14
37,25
37,26
37,27
37,28
37,29
37,30
37,31
37,32
37,33
37,34
37,35
37,39
37,40
37,41
37,42
37,45
38,0
38,1
38,2
38,3
38,5
38,6
38,7
38,8
38,9
38,12
38,13
38,15
38,16
38,18
38,29
38,30
38,31
38,32
38,33
38,34
38,35
38,36
38,42
38,45
39,0
39,1
39,5
39,7
39,8
39,11
39,12
39,14
39,18
39,22
39,23
39,36
39,37
39,43
40,0
40,1
40,7
40,8
40,11
40,12
40,14
40,18
40,23
40,36
40,37
40,43
41,0
41,1
41,4
41,5
41,7
41,8
41,11
41,12
41,14
41,18
41,22
41,23
41,36
41,37
41,43
42,0
42,1
42,2
42,4
42,5
42,6
42,7
42,8
42,10
42,11
42,12
42,14
42,16
42,17
42,18
42,20
42,21
42,23
42,27
42,29
42,36
42,37
42,38
42,43
42,44
43,0
43,2
43,3
43,4
43,5
43,14
43,25
43,26
43,27
43,28
43,29
43,30
43,31
43,32
43,33
43,34
43,35
43,39
43,40
43,41
43,42
43,45
44,0
44,2
44,3
44,5
44,7
44,8
44,9
44,12
44,13
44,15
44,16
44,18
44,29
44,30
44,31
44,32
44,33
44,34
44,35
44,36
44,42
44,45
45,0
45,1
45,4
45,5
45,6
45,7
45,8
45,10
45,11
45,12
45,14
45,17
45,18
45,20
45,21
45,23
45,27
45,29
45,36
45,37
45,38
45,43
45,44
0,-5.8
1,-5.8
2,-5.7
3,-3.5
4,-3.5
5,-2
6,-4.5
7,-4.5
8,-4.5
9,-4.2
10,-4.2
11,-4.3
12,-5.4
13,-5.4
14,-5.4
15,-5.7
16,-5.7
17,-4.5
18,-5.8
19,-4.2
20,-4.5
21,-4.6
22,-4.2
23,-3.3
24,-3.3
25,-3.5
26,-4.2
27,-5.4
28,-5.7
29,-5.5
30,-4.3
31,-4.3
32,-4.3
33,-3.3
34,-4.8
35,-6.8
36,-7.9
37,-6.4
38,-6.6
39,-5.9
40,-6.6
41,-7.8
42,-6.4
43,-8.8
44,-9.9
45,-8.5
